target,trial,trial_id,planning_success,cartesian_success,cartesian_fraction,contact_success,contact_left,contact_right,force_left,force_right,force_peak,attach_success,holding_success,lift_success,failure_stage,failure_reason,duration,stage_planning_sec,stage_descend_sec,stage_contact_sec,stage_attach_sec,stage_lift_sec,settle_sec,reset_ok,reset_before_object_x,reset_before_object_y,reset_before_object_z,reset_before_object_yaw,reset_before_object_v,reset_before_object_w,reset_before_tcp_x,reset_before_tcp_y,reset_before_tcp_z,reset_before_arm_max_abs_err,reset_before_gripper_left,reset_before_gripper_right,reset_before_gripper_gap_mm,reset_before_contact_left,reset_before_contact_right,reset_before_force_left,reset_before_force_right,reset_before_attached,reset_before_holding,reset_before_sim_time,reset_after_object_x,reset_after_object_y,reset_after_object_z,reset_after_object_yaw,reset_after_object_v,reset_after_object_w,reset_after_tcp_x,reset_after_tcp_y,reset_after_tcp_z,reset_after_arm_max_abs_err,reset_after_gripper_left,reset_after_gripper_right,reset_after_gripper_gap_mm,reset_after_contact_left,reset_after_contact_right,reset_after_force_left,reset_after_force_right,reset_after_attached,reset_after_holding,reset_after_sim_time,trial_start_object_x,trial_start_object_y,trial_start_object_z,trial_start_object_yaw,trial_start_object_v,trial_start_object_w,trial_start_tcp_x,trial_start_tcp_y,trial_start_tcp_z,trial_start_arm_max_abs_err,trial_start_gripper_left,trial_start_gripper_right,trial_start_gripper_gap_mm,trial_start_contact_left,trial_start_contact_right,trial_start_force_left,trial_start_force_right,trial_start_attached,trial_start_holding,trial_start_sim_time
tooling_fixture_box,1,1,1,1,,1,1,1,13.800000,13.800000,13.800000,1,1,1,SUCCESS,none,26.628649,15.660027,3.344350,0.104576,0.635576,3.650606,2.725908,1,-3.879734,-2.039750,0.757975,-0.281580,0.007648,0.464046,0.492681,0.143511,0.750141,0.056190,-0.000002,0.000002,92.000000,0,0,0.000000,0.000000,0,0,1788072465.319621,-3.879673,-2.039673,0.757809,-0.281777,0.001081,0.032346,0.491941,0.133781,0.757525,0.002639,-0.000002,0.000002,92.000000,0,0,0.000000,0.000000,0,0,1788072511.240755,-3.879673,-2.039673,0.757809,-0.281777,0.001081,0.032346,0.491941,0.133781,0.757525,0.002639,-0.000002,0.000002,92.000000,0,0,0.000000,0.000000,0,0,1788072511.308352
tooling_fixture_box,2,2,1,1,,1,1,1,13.800000,13.800000,13.800000,1,1,1,SUCCESS,none,29.709989,18.944345,3.505950,0.103580,0.655026,3.278659,2.416955,1,-3.879515,-2.039493,0.872590,-0.282261,0.223872,0.796596,0.592182,0.017029,0.736174,2.886051,0.006054,0.005946,79.999998,1,1,13.800000,13.800000,1,1,1788072535.612452,-3.877541,-2.039080,0.757252,-0.296663,0.000377,0.043669,0.491905,0.133301,0.757902,0.000082,0.000017,-0.000000,91.982893,0,0,13.800000,13.800000,0,0,1788072587.533571,-3.877541,-2.039080,0.757252,-0.296663,0.000377,0.043669,0.491905,0.133301,0.757902,0.000144,0.000012,-0.000000,91.987572,0,0,13.800000,13.800000,0,0,1788072587.606152
tooling_fixture_box,3,3,1,1,,1,1,1,13.800000,13.800000,13.800000,1,1,1,SUCCESS,none,46.794987,34.062469,5.457142,0.105892,0.652696,3.280547,5.754978,1,-3.877422,-2.038794,0.872144,-0.296185,0.261215,1.880660,0.592139,0.020129,0.736143,1.673066,0.006181,0.005819,80.000019,0,1,13.800000,13.800000,1,1,1788072614.755024,-3.876465,-2.038790,0.757694,-0.296389,0.003287,0.038865,0.491895,0.133321,0.757900,0.000186,0.000016,-0.000016,92.000003,0,0,13.800000,13.800000,0,0,1788072668.041057,-3.876465,-2.038790,0.757694,-0.296389,0.003287,0.038865,0.491895,0.133321,0.757900,0.000169,0.000005,-0.000005,92.000000,0,0,13.800000,13.800000,0,0,1788072668.166728
tooling_fixture_box,4,4,0,0,,0,0,0,13.800000,13.800000,13.800000,0,0,0,RESET_NOT_CLEAN,RESET_NOT_CLEAN,0.000000,,,,,,8.004293,0,-3.876141,-2.038215,0.872757,-0.297053,0.358286,2.769817,0.592042,0.021068,0.736338,1.674865,0.006099,0.005901,79.999962,0,1,13.800000,13.800000,1,1,1788072712.534517,-3.874252,-2.038323,0.757596,-0.310120,0.002913,0.146890,0.491897,0.133343,0.757890,0.000057,0.000026,-0.000026,92.000007,0,0,13.800000,13.800000,0,0,1788072768.698906,-3.874252,-2.038323,0.757596,-0.310120,0.002913,0.146890,0.491897,0.133343,0.757890,0.000058,0.000026,-0.000026,92.000007,0,0,13.800000,13.800000,0,0,1788072768.783221
tooling_fixture_box,5,5,1,1,,1,1,1,13.800000,13.800000,13.800000,1,1,1,SUCCESS,none,29.203452,17.450003,4.482666,0.109316,0.602677,3.333865,1.190312,1,-3.874252,-2.038323,0.757596,-0.310120,0.002913,0.146890,0.491897,0.133343,0.757890,0.000077,0.000023,-0.000000,91.977143,0,0,13.800000,13.800000,0,0,1788072768.872847,-3.880043,-2.040009,0.757773,-0.279903,0.002060,0.025225,0.491934,0.133295,0.757868,0.000112,0.000026,-0.000026,92.000007,0,0,13.800000,13.800000,0,0,1788072770.085934,-3.880043,-2.040009,0.757773,-0.279903,0.002060,0.025225,0.491935,0.133292,0.757868,0.000113,0.000026,-0.000026,92.000007,0,0,13.800000,13.800000,0,0,1788072770.154085
