elapsed_sec,left_force_n,right_force_n,sum_force_n
0.7137605200005055,0.0,0.0,0.0
0.7198388200013142,0.0,0.0,0.0
0.7202569200017024,0.0,0.0,0.0
0.7331051210003352,0.0,0.0,0.0
0.7335463210001762,0.0,0.0,0.0
0.7433877210005448,0.0,0.0,0.0
0.7549247210008616,0.0,0.0,0.0
0.7560735210008716,0.0,0.0,0.0
0.7590428210005484,0.0,0.0,0.0
0.7773329219999141,0.0,0.0,0.0
0.777821022000353,0.0,0.0,0.0
0.7798784220012749,0.0,0.0,0.0
0.7977783220012498,0.0,0.0,0.0
0.7979187220007589,0.0,0.0,0.0
0.7985203220014228,0.0,0.0,0.0
0.8255256230004306,0.0,0.0,0.0
0.8258176230010577,0.0,0.0,0.0
0.826880123000592,0.0,0.0,0.0
0.8491707240009418,0.0,0.0,0.0
0.8493544240009214,0.0,0.0,0.0
0.8501461240011849,0.0,0.0,0.0
0.8680030240011547,0.0,0.0,0.0
0.868400424000356,0.0,0.0,0.0
0.8696479240006738,0.0,0.0,0.0
0.8876810250003473,0.0,0.0,0.0
0.8878635250002844,0.0,0.0,0.0
0.8910806250005407,0.0,0.0,0.0
0.9119090250005684,0.0,0.0,0.0
0.9120961250009714,0.0,0.0,0.0
0.922649526000896,0.0,0.0,0.0
0.9397635260011157,0.0,0.0,0.0
0.9399539260011807,0.0,0.0,0.0
0.9421382260006794,0.0,0.0,0.0
0.9604593270014448,0.0,0.0,0.0
0.9606023270007427,0.0,0.0,0.0
0.9625510270016093,0.0,0.0,0.0
0.9800722270010738,0.0,0.0,0.0
0.9802128270002868,0.0,0.0,0.0
0.981430227000601,0.0,0.0,0.0
0.9986533280007279,0.0,0.0,0.0
0.9990161280002212,0.0,0.0,0.0
1.0003410280005482,0.0,0.0,0.0
1.0179226280015428,0.0,0.0,0.0
1.0181063280015223,0.0,0.0,0.0
1.019709928001248,0.0,0.0,0.0
1.037724829000581,0.0,0.0,0.0
1.0378668290013593,0.0,0.0,0.0
1.039405429000908,0.0,0.0,0.0
1.0579241290015489,0.0,0.0,0.0
1.0581208290004724,0.0,0.0,0.0
1.0597579290006252,0.0,0.0,0.0
1.08330443000159,0.0,0.0,0.0
1.0834127300004184,0.0,0.0,0.0
1.0850761300007434,0.0,0.0,0.0
1.102841031000935,0.0,0.0,0.0
1.1031335309999122,0.0,0.0,0.0
1.1049237310016906,0.0,0.0,0.0
1.1226001310005813,0.0,0.0,0.0
1.122801031000563,0.0,0.0,0.0
1.1243395310011692,0.0,0.0,0.0
1.142549632000737,0.0,0.0,0.0
1.1430209320005815,0.0,0.0,0.0
1.1444418320006662,0.0,0.0,0.0
1.1652592320006079,0.0,0.0,0.0
1.1653915320002852,0.0,0.0,0.0
1.16691073200127,0.0,0.0,0.0
1.1856887330013706,0.0,0.0,0.0
1.1858824330010975,0.0,0.0,0.0
1.1876723330005916,0.0,0.0,0.0
1.2191065340011846,0.0,0.0,0.0
1.2192988340011652,0.0,0.0,0.0
1.2223559340000065,0.0,0.0,0.0
1.2383284340012324,0.0,0.0,0.0
1.2388472340007866,0.0,0.0,0.0
1.2395405340012076,0.0,0.0,0.0
26.0384687220012,0.0,0.0,0.0
26.03917642200031,0.0,0.0,0.0
26.03934582200054,0.0,0.0,0.0
26.04613252300078,0.0,0.0,0.0
26.046656823000376,0.0,0.0,0.0
26.046955723000792,0.0,0.0,0.0
26.053329623000536,0.0,0.0,0.0
26.053811423000298,0.0,0.0,0.0
26.05400442300015,0.0,0.0,0.0
26.061861923000833,0.0,0.0,0.0
26.06233172300017,0.0,0.0,0.0
26.062954823000837,0.0,0.0,0.0
26.072645223001018,0.0,0.0,0.0
26.072921323000628,0.0,0.0,0.0
26.073827322999932,0.0,0.0,0.0
26.083525124000516,0.0,0.0,0.0
26.083890024001448,0.0,0.0,0.0
26.08467262400154,0.0,0.0,0.0
26.093845024000984,0.0,0.0,0.0
26.094382424000287,0.0,0.0,0.0
26.095069324001088,0.0,0.0,0.0
26.105688224000914,0.0,0.0,0.0
26.106215024001358,0.0,0.0,0.0
26.106371724001292,0.0,0.0,0.0
26.118010325000796,0.0,0.0,0.0
26.118600425001205,0.0,0.0,0.0
26.11947452500135,0.0,0.0,0.0
26.134241024999938,0.0,0.0,0.0
26.13478052500068,0.0,0.0,0.0
26.135210325001026,0.0,0.0,0.0
26.14950042500095,0.0,0.0,0.0
26.149817925001116,0.0,0.0,0.0
26.150727625999934,0.0,0.0,0.0
26.166504526001518,0.0,0.0,0.0
26.166863125999953,0.0,0.0,0.0
26.167681926001023,0.0,0.0,0.0
26.182392026001253,0.0,0.0,0.0
26.18288862600093,0.0,0.0,0.0
26.183815926000534,0.0,0.0,0.0
26.199431027000173,0.0,0.0,0.0
26.200053427000967,0.0,0.0,0.0
26.201089927000794,0.0,0.0,0.0
26.218172627000968,0.0,0.0,0.0
26.21921842700067,0.0,0.0,0.0
26.21994312700008,0.0,0.0,0.0
26.237908528000844,0.0,0.0,0.0
26.238039828000183,0.0,0.0,0.0
26.23945772800107,0.0,0.0,0.0
26.257849829000406,0.0,0.0,0.0
26.258568029001253,0.0,0.0,0.0
26.259797129001527,0.0,0.0,0.0
26.276288429000488,0.0,0.0,0.0
26.276787628999955,0.0,0.0,0.0
26.278060429000107,0.0,0.0,0.0
26.297814530000323,0.0,0.0,0.0
26.298803830000907,0.0,0.0,0.0
26.299351229999957,0.0,0.0,0.0
51.105781018000926,0.0,0.0,0.0
51.105949218001115,0.0,0.0,0.0
51.1064589180005,0.0,0.0,0.0
51.11582691900003,0.0,0.0,0.0
51.116403019001154,0.0,0.0,0.0
51.116798819000905,0.0,0.0,0.0
51.128450219001024,0.0,0.0,0.0
51.13001171900032,0.0,0.0,0.0
51.13221271900147,0.0,0.0,0.0
51.136983219001195,0.0,0.0,0.0
51.137506619001215,0.0,0.0,0.0
51.13882591900074,0.0,0.0,0.0
51.14889382000001,0.0,0.0,0.0
51.14902412000083,0.0,0.0,0.0
51.149132219999956,0.0,0.0,0.0
51.15909802000169,0.0,0.0,0.0
51.15960932000053,0.0,0.0,0.0
51.16011562000131,0.0,0.0,0.0
51.16787012000168,0.0,0.0,0.0
51.16803612000149,0.0,0.0,0.0
51.16850072000125,0.0,0.0,0.0
51.17819012000109,0.0,0.0,0.0
51.17874392000158,0.0,0.0,0.0
51.179158020000614,0.0,0.0,0.0
51.189671721000195,0.0,0.0,0.0
51.19017682100093,0.0,0.0,0.0
51.19034712100074,0.0,0.0,0.0
51.20221692100131,0.0,0.0,0.0
51.2025754210008,0.0,0.0,0.0
51.202701021000394,0.0,0.0,0.0
51.21557162099998,0.0,0.0,0.0
51.21660352100116,0.0,0.0,0.0
51.21710612100105,0.0,0.0,0.0
51.23090052200132,0.0,0.0,0.0
51.231413422001424,0.0,0.0,0.0
51.234001122000336,0.0,0.0,0.0
51.25699352300035,0.0,0.0,0.0
51.2574708230004,0.0,0.0,0.0
51.25918252300107,0.0,0.0,0.0
51.27693842300141,0.0,0.0,0.0
51.27794612300022,0.0,0.0,0.0
51.27823392300161,0.0,0.0,0.0
51.29452252400006,0.0,0.0,0.0
51.294690624001305,0.0,0.0,0.0
51.29593252400082,0.0,0.0,0.0
76.08963771100025,0.0,0.0,0.0
76.0903976110003,0.0,0.0,0.0
76.09090541100159,0.0,0.0,0.0
76.10712081100064,0.0,0.0,0.0
76.1076284110004,0.0,0.0,0.0
76.10840411100071,0.0,0.0,0.0
76.12494271200012,0.0,0.0,0.0
76.12530071200126,0.0,0.0,0.0
76.1257105120003,0.0,0.0,0.0
76.13603251200038,0.0,0.0,0.0
76.13655791200108,0.0,0.0,0.0
76.13672201200097,0.0,0.0,0.0
76.14444811200156,0.0,0.0,0.0
76.1449278120017,0.0,0.0,0.0
76.14531461200022,0.0,0.0,0.0
76.15436331199999,0.0,0.0,0.0
76.15489751200039,0.0,0.0,0.0
76.15528701200128,0.0,0.0,0.0
76.16614691300128,0.0,0.0,0.0
76.16661711300003,0.0,0.0,0.0
76.16677381299996,0.0,0.0,0.0
76.17787821300044,0.0,0.0,0.0
76.17836471300143,0.0,0.0,0.0
76.17862481300108,0.0,0.0,0.0
76.18974851300118,0.0,0.0,0.0
76.19020751300013,0.0,0.0,0.0
76.19144361300096,0.0,0.0,0.0
76.20491641400076,0.0,0.0,0.0
76.20540331400116,0.0,0.0,0.0
76.20578741400095,0.0,0.0,0.0
76.21919721400081,0.0,0.0,0.0
76.21956541400141,0.0,0.0,0.0
76.22065481400023,0.0,0.0,0.0
76.23479731500083,0.0,0.0,0.0
76.23523851500067,0.0,0.0,0.0
76.23612801500167,0.0,0.0,0.0
76.2566299150003,0.0,0.0,0.0
76.25798361500165,0.0,0.0,0.0
76.25871311500123,0.0,0.0,0.0
76.27499251600057,0.0,0.0,0.0
76.27517431600063,0.0,0.0,0.0
76.27602761600065,0.0,0.0,0.0
76.29211261599994,0.0,0.0,0.0
76.29263991600055,0.0,0.0,0.0
76.29342941600044,0.0,0.0,0.0
76.31001261700112,0.0,0.0,0.0
76.31048111700147,0.0,0.0,0.0
76.31139621700095,0.0,0.0,0.0
76.32823941700008,0.0,0.0,0.0
76.32834081700094,0.0,0.0,0.0
76.32984181700158,0.0,0.0,0.0
76.34964201799994,0.0,0.0,0.0
76.35074681800143,0.0,0.0,0.0
76.35087491800004,0.0,0.0,0.0
76.35974141800034,0.0,0.0,0.0
76.36038641800042,0.0,0.0,0.0
76.36973621800098,0.0,0.0,0.0
76.38033161900057,0.0,0.0,0.0
76.38071711900011,0.0,0.0,0.0
76.3889864190005,0.0,0.0,0.0
76.40017621900006,0.0,0.0,0.0
76.40233651900053,0.0,0.0,0.0
76.41253832000075,0.0,0.0,0.0
76.42417982000006,0.0,0.0,0.0
76.42478182000013,0.0,0.0,0.0
76.43268291999993,0.0,0.0,0.0
76.44424482000068,0.0,0.0,0.0
76.44467182100016,0.0,0.0,0.0
76.45314992100066,0.0,0.0,0.0
76.46453122100138,0.0,0.0,0.0
76.46471722100068,0.0,0.0,0.0
76.47325912100132,0.0,0.0,0.0
76.48436792200118,0.0,0.0,0.0
